"",date,day_of_week,day_name,is_weekend,month,year,day_of_year,week_of_year,academic_period,period_type,seasonal_multiplier,period_description,total_enrollment,active_enrollment,residential_students,commuter_students,total_meal_plan_holders,enrollment_seasonal_factor,weather,weather_impact,campus_event,event_impact,event_scheduled,total_transactions,guest_transactions,base_transaction_rate,meal_swipes,dining_dollars_transactions,bronco_bucks_transactions,credit_debit_transactions,breakfast_transactions,lunch_transactions,dinner_transactions,late_night_transactions,estimated_daily_revenue,avg_transaction_value,labor_cost_actual,transactions_per_meal_plan_holder,facility_capacity_utilization,peak_meal_period_volume,actual_foh_general,actual_foh_cashier,actual_kitchen_prep,actual_kitchen_line,actual_dish_room,actual_management,total_actual_hours,revenue_per_labor_hour,transactions_per_labor_hour,labor_cost_percentage
228,2024-08-16,4,Friday,False,8,2024,229,33,move_in_week,special,1.28,New students exploring dining options,31541,31541,5361,26180,7403,1.00,sunny,1.000,regular_day,1.00,False,1809,86,0.2044,1769,25,9,6,325,940,488,56,23969.25,13.25,3144.38,0.244,1.000000,940,36.1,16.0,33.7,49.4,24.1,8.4,167.7,142.93,10.79,13.1
229,2024-08-17,5,Saturday,True,8,2024,230,33,move_in_week,special,1.28,New students exploring dining options,31543,31543,5362,26181,7404,1.00,sunny,1.000,conference_hosting,1.16,False,1675,79,0.2044,1638,23,8,6,301,871,452,51,22193.75,13.25,2233.12,0.226,0.985294,871,25.6,11.4,23.9,35.1,17.1,6.0,119.1,186.35,14.06,10.1
230,2024-08-18,6,Sunday,True,8,2024,231,33,move_in_week,special,1.28,New students exploring dining options,31546,31546,5362,26184,7404,1.0,sunny,1.000,regular_day,1.00,False,1667,79,0.2044,1630,23,8,6,300,866,450,51,22087.75,13.25,2221.88,0.225,0.980588,866,25.5,11.3,23.8,34.9,17.0,6.0,118.5,186.39,14.07,10.1
231,2024-08-19,0,Monday,False,8,2024,232,34,move_in_week,special,1.28,New students exploring dining options,31548,31548,5363,26185,7405,1.0,cloudy,1.023,regular_day,1.00,False,1914,91,0.2044,1871,26,9,8,344,995,516,59,25360.50,13.25,3279.38,0.258,1.000000,995,37.7,16.7,35.1,51.5,25.1,8.8,174.9,145.00,10.94,12.9
232,2024-08-20,1,Tuesday,False,8,2024,233,34,move_in_week,special,1.28,New students exploring dining options,31550,31550,5363,26187,7405,1.0,rainy,1.147,regular_day,1.00,False,2449,116,0.2044,2395,34,12,8,440,1273,661,75,32449.25,13.25,4080.00,0.331,1.000000,1273,46.9,20.8,43.7,64.1,31.2,10.9,217.6,149.12,11.25,12.6
233,2024-08-21,2,Wednesday,False,8,2024,234,34,move_in_week,special,1.28,New students exploring dining options,31553,31553,5364,26189,7406,1.0,rainy,1.147,regular_day,1.00,False,2520,120,0.2044,2464,35,12,9,453,1310,680,77,33390.00,13.25,4170.00,0.340,1.000000,1310,47.9,21.3,44.6,65.5,31.9,11.2,222.4,150.13,11.33,12.5
234,2024-08-22,3,Thursday,False,8,2024,235,34,move_in_week,special,1.28,New students exploring dining options,31555,31555,5364,26191,7406,1.0,cloudy,1.023,regular_day,1.00,False,2143,102,0.2044,2095,30,10,8,385,1114,578,66,28394.75,13.25,3558.75,0.289,1.000000,1114,40.9,18.2,38.1,55.9,27.2,9.5,189.8,149.60,11.29,12.5
235,2024-08-23,4,Friday,False,8,2024,236,34,fall_semester,regular,1.00,Regular fall semester,31558,31558,5364,26194,7407,1.0,extreme_heat,0.891,regular_day,1.00,False,1260,60,0.2044,1232,17,6,5,226,655,340,39,16695.00,13.25,1978.12,0.170,0.741176,655,21.4,9.9,22.2,32.0,14.3,5.7,105.5,158.25,11.94,11.8
236,2024-08-24,5,Saturday,True,8,2024,237,34,fall_semester,regular,1.00,Regular fall semester,31560,31560,5365,26195,7408,1.0,sunny,1.000,conference_hosting,1.16,False,1309,62,0.2044,1280,18,6,5,235,680,353,41,17344.25,13.25,1524.38,0.177,0.770000,680,16.5,7.7,17.1,24.6,11.0,4.4,81.3,213.34,16.10,8.8
237,2024-08-25,6,Sunday,True,8,2024,238,34,fall_semester,regular,1.00,Regular fall semester,31562,31562,5365,26197,7408,1.0,sunny,1.000,regular_day,1.00,False,1303,62,0.2044,1274,18,6,5,234,677,351,41,17264.75,13.25,1520.63,0.176,0.766471,677,16.5,7.6,17.0,24.6,11.0,4.4,81.1,212.88,16.07,8.8
238,2024-08-26,0,Monday,False,8,2024,239,35,fall_semester,regular,1.00,Regular fall semester,31565,31565,5366,26199,7409,1.0,sunny,1.000,regular_day,1.00,False,1462,69,0.2044,1429,20,7,6,263,760,394,45,19371.50,13.25,2205.00,0.197,0.860000,760,23.9,11.1,24.7,35.6,15.9,6.4,117.6,164.72,12.43,11.4
239,2024-08-27,1,Tuesday,False,8,2024,240,35,fall_semester,regular,1.00,Regular fall semester,31567,31567,5366,26201,7409,1.0,sunny,1.000,regular_day,1.00,False,1669,79,0.2044,1632,23,8,6,300,867,450,52,22114.25,13.25,2966.25,0.225,0.981765,867,34.1,15.1,31.8,46.6,22.7,7.9,158.2,139.79,10.55,13.4
240,2024-08-28,2,Wednesday,False,8,2024,241,35,fall_semester,regular,1.0,Regular fall semester,31570,31570,5366,26204,7409,1.0,cloudy,1.023,regular_day,1.00,False,1756,83,0.2044,1717,24,8,7,316,913,474,53,23267.00,13.25,3080.62,0.237,1.000000,913,35.4,15.7,33.0,48.4,23.5,8.3,164.3,141.61,10.69,13.2
241,2024-08-29,3,Thursday,False,8,2024,242,35,fall_semester,regular,1.0,Regular fall semester,31572,31572,5367,26205,7410,1.0,sunny,1.000,conference_hosting,1.16,False,1900,90,0.2044,1858,26,9,7,342,988,513,57,25175.00,13.25,3258.75,0.256,1.000000,988,37.5,16.6,34.9,51.2,24.9,8.7,173.8,144.85,10.93,12.9
242,2024-08-30,4,Friday,False,8,2024,243,35,fall_semester,regular,1.0,Regular fall semester,31574,31574,5367,26207,7411,1.0,cloudy,1.023,regular_day,1.00,False,1448,68,0.2044,1416,20,7,5,260,752,390,46,19186.00,13.25,2188.12,0.195,0.851765,752,23.7,11.0,24.5,35.4,15.8,6.3,116.7,164.40,12.41,11.4
243,2024-08-31,5,Saturday,True,8,2024,244,35,fall_semester,regular,1.0,Regular fall semester,31577,31577,5368,26209,7412,1.0,sunny,1.000,regular_day,1.00,False,1129,53,0.2044,1104,15,5,5,203,587,304,35,14959.25,13.25,1370.63,0.152,0.664118,587,14.8,6.9,15.4,22.1,9.9,4.0,73.1,204.64,15.44,9.2
244,2024-09-01,6,Sunday,True,9,2024,245,35,fall_semester,regular,1.0,Regular fall semester,31579,31579,5368,26211,7412,1.0,sunny,1.000,regular_day,1.00,False,1304,62,0.2044,1275,18,6,5,234,678,352,40,17278.00,13.25,1522.50,0.176,0.767059,678,16.5,7.6,17.1,24.6,11.0,4.4,81.2,212.78,16.06,8.8
245,2024-09-02,0,Monday,False,9,2024,246,36,fall_semester,regular,1.0,Regular fall semester,31581,31581,5368,26213,7412,1.0,sunny,1.000,regular_day,1.00,False,1463,69,0.2044,1430,20,7,6,263,760,395,45,19384.75,13.25,2205.00,0.197,0.860588,760,23.9,11.1,24.7,35.6,15.9,6.4,117.6,164.84,12.44,11.4
246,2024-09-03,1,Tuesday,False,9,2024,247,36,fall_semester,regular,1.0,Regular fall semester,31584,31584,5369,26215,7413,1.0,sunny,1.000,campus_construction,0.94,False,1570,74,0.2044,1535,21,7,7,282,816,423,49,20802.50,13.25,2838.75,0.212,0.923529,816,32.6,14.5,30.4,44.6,21.7,7.6,151.4,137.40,10.37,13.6
247,2024-09-04,2,Wednesday,False,9,2024,248,36,fall_semester,regular,1.0,Regular fall semester,31586,31586,5369,26217,7413,1.0,sunny,1.000,club_fair,1.34,True,2302,109,0.2044,2251,32,11,8,414,1197,621,70,30501.50,13.25,4016.25,0.311,1.000000,1197,46.1,20.5,43.0,63.1,30.7,10.8,214.2,142.40,10.75,13.2
248,2024-09-05,3,Thursday,False,9,2024,249,36,fall_semester,regular,1.0,Regular fall semester,31589,31589,5370,26219,7415,1.0,sunny,1.000,regular_day,1.00,False,1639,78,0.2044,1602,22,8,7,295,852,442,50,21716.75,13.25,2925.00,0.221,0.964118,852,33.6,14.9,31.3,46.0,22.4,7.8,156.0,139.21,10.51,13.5
249,2024-09-06,4,Friday,False,9,2024,250,36,fall_semester,regular,1.0,Regular fall semester,31591,31591,5370,26221,7415,1.0,sunny,1.000,regular_day,1.00,False,1416,67,0.2044,1384,19,7,6,254,736,382,44,18762.00,13.25,2150.62,0.191,0.832941,736,23.3,10.8,24.1,34.8,15.5,6.2,114.7,163.57,12.35,11.5
250,2024-09-07,5,Saturday,True,9,2024,251,36,fall_semester,regular,1.0,Regular fall semester,31593,31593,5370,26223,7415,1.0,rainy,1.147,regular_day,1.00,False,1295,61,0.2044,1266,18,6,5,233,673,349,40,17158.75,13.25,1569.38,0.175,0.761765,673,17.0,7.9,17.6,25.4,11.3,4.5,83.7,205.00,15.47,9.1
251,2024-09-08,6,Sunday,True,9,2024,252,36,fall_semester,regular,1.0,Regular fall semester,31596,31596,5371,26225,7416,1.0,sunny,1.000,parent_weekend,1.38,False,1801,85,0.2044,1761,25,9,6,324,936,486,55,23863.25,13.25,2512.50,0.243,1.000000,936,28.9,12.8,26.9,39.5,19.2,6.7,134.0,178.08,13.44,10.5
252,2024-09-09,0,Monday,False,9,2024,253,37,fall_semester,regular,1.0,Regular fall semester,31598,31598,5371,26227,7416,1.0,cloudy,1.023,regular_day,1.00,False,1497,71,0.2044,1464,20,7,6,269,778,404,46,19835.25,13.25,2244.38,0.202,0.880588,778,24.3,11.3,25.2,36.2,16.2,6.5,119.7,165.71,12.51,11.3
253,2024-09-10,1,Tuesday,False,9,2024,254,37,fall_semester,regular,1.0,Regular fall semester,31601,31601,5372,26229,7417,1.0,sunny,1.000,regular_day,1.00,False,1671,79,0.2044,1634,23,8,6,300,868,451,52,22140.75,13.25,2970.00,0.225,0.982941,868,34.1,15.1,31.8,46.7,22.7,8.0,158.4,139.78,10.55,13.4
254,2024-09-11,2,Wednesday,False,9,2024,255,37,fall_semester,regular,1.0,Regular fall semester,31603,31603,5372,26231,7418,1.0,cloudy,1.023,campus_construction,0.94,False,1653,78,0.2044,1616,23,8,6,297,859,446,51,21902.25,13.25,2943.75,0.223,0.972353,859,33.8,15.0,31.5,46.3,22.5,7.9,157.0,139.50,10.53,13.4
255,2024-09-12,3,Thursday,False,9,2024,256,37,fall_semester,regular,1.0,Regular fall semester,31605,31605,5372,26233,7418,1.0,sunny,1.000,regular_day,1.00,False,1639,78,0.2044,1602,22,8,7,295,852,442,50,21716.75,13.25,2925.00,0.221,0.964118,852,33.6,14.9,31.3,46.0,22.4,7.8,156.0,139.21,10.51,13.5
256,2024-09-13,4,Friday,False,9,2024,257,37,fall_semester,regular,1.0,Regular fall semester,31608,31608,5373,26235,7419,1.0,sunny,1.000,conference_hosting,1.16,False,1643,78,0.2044,1606,23,8,6,295,854,443,51,21769.75,13.25,2934.38,0.221,0.966471,854,33.7,15.0,31.4,46.1,22.4,7.9,156.5,139.10,10.50,13.5
257,2024-09-14,5,Saturday,True,9,2024,258,37,fall_semester,regular,1.0,Regular fall semester,31610,31610,5373,26237,7419,1.0,cloudy,1.023,club_fair,1.34,False,1549,73,0.2044,1514,21,7,7,278,805,418,48,20524.25,13.25,2251.88,0.209,0.911176,805,25.9,11.5,24.1,35.4,17.2,6.0,120.1,170.89,12.90,11.0
258,2024-09-15,6,Sunday,True,9,2024,259,37,fall_semester,regular,1.0,Regular fall semester,31613,31613,5374,26239,7420,1.0,sunny,1.000,regular_day,1.00,False,1305,62,0.2044,1276,18,6,5,234,678,352,41,17291.25,13.25,1522.50,0.176,0.767647,678,16.5,7.6,17.1,24.6,11.0,4.4,81.2,212.95,16.07,8.8
259,2024-09-16,0,Monday,False,9,2024,260,38,fall_semester,regular,1.0,Regular fall semester,31615,31615,5374,26241,7420,1.0,sunny,1.000,regular_day,1.00,False,1465,69,0.2044,1432,20,7,6,263,761,395,46,19411.25,13.25,2208.75,0.197,0.861765,761,23.9,11.1,24.8,35.7,15.9,6.4,117.8,164.78,12.44,11.4
260,2024-09-17,1,Tuesday,False,9,2024,261,38,fall_semester,regular,1.0,Regular fall semester,31617,31617,5374,26243,7420,1.0,cloudy,1.023,regular_day,1.00,False,1710,81,0.2044,1672,23,8,7,307,889,461,53,22657.50,13.25,3020.62,0.230,1.000000,889,34.7,15.4,32.3,47.5,23.1,8.1,161.1,140.64,10.61,13.3
261,2024-09-18,2,Wednesday,False,9,2024,262,38,fall_semester,regular,1.0,Regular fall semester,31620,31620,5375,26245,7422,1.0,extreme_heat,0.891,campus_construction,0.94,False,1440,68,0.2044,1408,20,7,5,259,748,388,45,19080.00,13.25,2176.88,0.194,0.847059,748,23.6,10.9,24.4,35.2,15.7,6.3,116.1,164.34,12.40,11.4
262,2024-09-19,3,Thursday,False,9,2024,263,38,fall_semester,regular,1.0,Regular fall semester,31622,31622,5375,26247,7422,1.0,sunny,1.000,regular_day,1.00,False,1640,78,0.2044,1603,22,8,7,295,852,442,51,21730.00,13.25,2926.88,0.221,0.964706,852,33.6,14.9,31.4,46.0,22.4,7.8,156.1,139.21,10.51,13.5
263,2024-09-20,4,Friday,False,9,2024,264,38,fall_semester,regular,1.0,Regular fall semester,31624,31624,5376,26248,7423,1.0,rainy,1.147,career_fair,1.23,False,2000,95,0.2044,1956,28,10,6,360,1040,540,60,26500.00,13.25,3766.88,0.269,1.000000,1040,43.3,19.2,40.3,59.2,28.8,10.1,200.9,131.91,9.96,14.2
264,2024-09-21,5,Saturday,True,9,2024,265,38,fall_semester,regular,1.0,Regular fall semester,31627,31627,5376,26251,7423,1.0,sunny,1.000,regular_day,1.00,False,1131,53,0.2044,1106,15,5,5,203,588,305,35,14985.75,13.25,1372.50,0.152,0.665294,588,14.8,6.9,15.4,22.2,9.9,4.0,73.2,204.72,15.45,9.2
265,2024-09-22,6,Sunday,True,9,2024,266,38,fall_semester,regular,1.0,Regular fall semester,31629,31629,5376,26253,7423,1.0,sunny,1.000,conference_hosting,1.16,False,1515,72,0.2044,1481,21,7,6,272,787,409,47,20073.75,13.25,1695.00,0.204,0.891176,787,18.4,8.5,19.0,27.4,12.2,4.9,90.4,222.05,16.76,8.4
266,2024-09-23,0,Monday,False,9,2024,267,39,fall_semester,regular,1.0,Regular fall semester,31632,31632,5377,26255,7424,1.0,sunny,1.000,regular_day,1.00,False,1465,69,0.2044,1432,20,7,6,263,761,395,46,19411.25,13.25,2208.75,0.197,0.861765,761,23.9,11.1,24.8,35.7,15.9,6.4,117.8,164.78,12.44,11.4
267,2024-09-24,1,Tuesday,False,9,2024,268,39,fall_semester,regular,1.0,Regular fall semester,31634,31634,5377,26257,7425,1.0,sunny,1.000,regular_day,1.00,False,1673,79,0.2044,1636,23,8,6,301,869,451,52,22167.25,13.25,2971.88,0.225,0.984118,869,34.1,15.2,31.8,46.7,22.7,8.0,158.5,139.86,10.56,13.4
268,2024-09-25,2,Wednesday,False,9,2024,269,39,fall_semester,regular,1.0,Regular fall semester,31636,31636,5378,26258,7426,1.0,sunny,1.000,regular_day,1.00,False,1721,81,0.2044,1683,24,8,6,309,894,464,54,22803.25,13.25,3033.75,0.232,1.000000,894,34.8,15.5,32.5,47.7,23.2,8.1,161.8,140.93,10.64,13.3
269,2024-09-26,3,Thursday,False,9,2024,270,39,fall_semester,regular,1.0,Regular fall semester,31639,31639,5378,26261,7426,1.0,sunny,1.000,regular_day,1.00,False,1641,78,0.2044,1604,22,8,7,295,853,443,50,21743.25,13.25,2930.62,0.221,0.965294,853,33.7,14.9,31.4,46.0,22.4,7.9,156.3,139.11,10.50,13.5
270,2024-09-27,4,Friday,False,9,2024,271,39,fall_semester,regular,1.0,Regular fall semester,31641,31641,5378,26263,7426,1.0,cloudy,1.023,regular_day,1.00,False,1451,69,0.2044,1419,20,7,5,261,754,391,45,19225.75,13.25,2190.00,0.195,0.853529,754,23.7,11.0,24.6,35.4,15.8,6.3,116.8,164.60,12.42,11.4
271,2024-09-28,5,Saturday,True,9,2024,272,39,fall_semester,regular,1.0,Regular fall semester,31644,31644,5379,26265,7427,1.0,cloudy,1.023,regular_day,1.00,False,1157,55,0.2044,1131,16,5,5,208,601,312,36,15330.25,13.25,1391.25,0.156,0.680588,601,15.1,7.0,15.6,22.5,10.0,4.0,74.2,206.61,15.59,9.1
272,2024-09-29,6,Sunday,True,9,2024,273,39,fall_semester,regular,1.0,Regular fall semester,31646,31646,5379,26267,7427,1.0,sunny,1.000,sports_events,1.12,False,1463,69,0.2044,1430,20,7,6,263,760,395,45,19384.75,13.25,1651.88,0.197,0.860588,760,17.9,8.3,18.5,26.7,11.9,4.8,88.1,220.03,16.61,8.5
273,2024-09-30,0,Monday,False,9,2024,274,40,fall_semester,regular,1.0,Regular fall semester,31648,31648,5380,26268,7428,1.0,sunny,1.000,regular_day,1.00,False,1466,69,0.2044,1433,20,7,6,263,762,395,46,19424.50,13.25,2208.75,0.197,0.862353,762,23.9,11.1,24.8,35.7,15.9,6.4,117.8,164.89,12.44,11.4
274,2024-10-01,1,Tuesday,False,10,2024,275,40,fall_semester,regular,1.0,Regular fall semester,31651,31651,5380,26271,7429,1.0,sunny,1.000,regular_day,1.00,False,1674,79,0.2044,1637,23,8,6,301,870,451,52,22180.50,13.25,2971.88,0.225,0.984706,870,34.1,15.2,31.8,46.7,22.7,8.0,158.5,139.94,10.56,13.4
275,2024-10-02,2,Wednesday,False,10,2024,276,40,fall_semester,regular,1.0,Regular fall semester,31653,31653,5381,26272,7430,1.0,sunny,1.000,regular_day,1.00,False,1722,82,0.2044,1684,24,8,6,309,895,464,54,22816.50,13.25,3035.62,0.232,1.000000,895,34.9,15.5,32.5,47.7,23.2,8.1,161.9,140.93,10.64,13.3
276,2024-10-03,3,Thursday,False,10,2024,277,40,fall_semester,regular,1.0,Regular fall semester,31656,31656,5381,26275,7430,1.0,sunny,1.000,regular_day,1.00,False,1642,78,0.2044,1605,22,8,7,295,853,443,51,21756.50,13.25,2934.38,0.221,0.965882,853,33.7,15.0,31.4,46.1,22.4,7.9,156.5,139.02,10.49,13.5
277,2024-10-04,4,Friday,False,10,2024,278,40,fall_semester,regular,1.0,Regular fall semester,31658,31658,5381,26277,7430,1.0,sunny,1.000,regular_day,1.00,False,1419,67,0.2044,1387,19,7,6,255,737,383,44,18801.75,13.25,2156.25,0.191,0.834706,737,23.4,10.8,24.2,34.9,15.5,6.2,115.0,163.49,12.34,11.5
278,2024-10-05,5,Saturday,True,10,2024,279,40,fall_semester,regular,1.0,Regular fall semester,31660,31660,5382,26278,7431,1.0,sunny,1.000,regular_day,1.00,False,1132,53,0.2044,1107,15,5,5,203,588,305,36,14999.00,13.25,1374.38,0.152,0.665882,588,14.9,6.9,15.4,22.2,9.9,4.0,73.3,204.62,15.44,9.2
279,2024-10-06,6,Sunday,True,10,2024,280,40,fall_semester,regular,1.0,Regular fall semester,31663,31663,5382,26281,7431,1.0,sunny,1.000,sports_events,1.12,False,1464,69,0.2044,1431,20,7,6,263,761,395,45,19398.00,13.25,1653.75,0.197,0.861176,761,17.9,8.3,18.6,26.7,11.9,4.8,88.2,219.93,16.60,8.5
280,2024-10-07,0,Monday,False,10,2024,281,41,fall_semester,regular,1.0,Regular fall semester,31665,31665,5383,26282,7432,1.0,sunny,1.000,regular_day,1.00,False,1467,69,0.2044,1434,20,7,6,264,762,396,45,19437.75,13.25,2208.75,0.197,0.862941,762,23.9,11.1,24.8,35.7,15.9,6.4,117.8,165.01,12.45,11.4
281,2024-10-08,1,Tuesday,False,10,2024,282,41,fall_semester,regular,1.0,Regular fall semester,31668,31668,5383,26285,7433,1.0,cloudy,1.023,regular_day,1.00,False,1713,81,0.2044,1675,23,8,7,308,890,462,53,22697.25,13.25,3022.50,0.230,1.000000,890,34.7,15.4,32.4,47.5,23.1,8.1,161.2,140.80,10.63,13.3
282,2024-10-09,2,Wednesday,False,10,2024,283,41,fall_semester,regular,1.0,Regular fall semester,31670,31670,5383,26287,7433,1.0,sunny,1.000,career_fair,1.23,False,2119,100,0.2044,2072,29,10,8,381,1101,572,65,28076.75,13.25,3780.00,0.285,1.000000,1101,43.4,19.3,40.5,59.4,28.9,10.1,201.6,139.27,10.51,13.5
283,2024-10-10,3,Thursday,False,10,2024,284,41,fall_semester,regular,1.0,Regular fall semester,31672,31672,5384,26288,7434,1.0,rainy,1.147,parent_weekend,1.38,True,2601,123,0.2044,2543,36,13,9,468,1352,702,79,34463.25,13.25,4563.75,0.350,1.000000,1352,52.4,23.3,48.9,71.7,34.9,12.2,243.4,141.59,10.69,13.2
284,2024-10-11,4,Friday,False,10,2024,285,41,fall_semester,regular,1.0,Regular fall semester,31675,31675,5384,26291,7434,1.0,cloudy,1.023,parent_weekend,1.38,True,2004,95,0.2044,1959,28,10,7,360,1042,541,61,26553.00,13.25,3626.25,0.270,1.000000,1042,41.7,18.5,38.8,57.0,27.7,9.7,193.4,137.30,10.36,13.7
285,2024-10-12,5,Saturday,True,10,2024,286,41,fall_semester,regular,1.0,Regular fall semester,31677,31677,5385,26292,7435,1.0,sunny,1.000,parent_weekend,1.38,True,1563,74,0.2044,1528,21,7,7,281,812,422,48,20709.75,13.25,2272.50,0.210,0.919412,812,26.1,11.6,24.3,35.7,17.4,6.1,121.2,170.87,12.90,11.0
286,2024-10-13,6,Sunday,True,10,2024,287,41,fall_semester,regular,1.0,Regular fall semester,31680,31680,5385,26295,7436,1.0,rainy,1.147,career_fair,1.23,True,1846,87,0.2044,1805,25,9,7,332,959,498,57,24459.50,13.25,2664.38,0.248,1.000000,959,30.6,13.6,28.5,41.9,20.4,7.1,142.1,172.13,12.99,10.9
287,2024-10-14,0,Monday,False,10,2024,288,42,fall_semester,regular,1.0,Regular fall semester,31682,31682,5385,26297,7436,1.0,sunny,1.000,career_fair,1.23,True,1805,85,0.2044,1765,25,9,6,324,938,487,56,23916.25,13.25,3360.00,0.243,1.000000,938,38.6,17.1,36.0,52.8,25.7,9.0,179.2,133.46,10.07,14.0
288,2024-10-15,1,Tuesday,False,10,2024,289,42,fall_semester,regular,1.0,Regular fall semester,31684,31684,5386,26298,7437,1.0,sunny,1.000,career_fair,1.23,True,2061,98,0.2044,2015,28,10,8,370,1071,556,64,27308.25,13.25,3701.25,0.277,1.000000,1071,42.5,18.9,39.6,58.2,28.3,9.9,197.4,138.34,10.44,13.6
289,2024-10-16,2,Wednesday,False,10,2024,290,42,fall_semester,regular,1.0,Regular fall semester,31687,31687,5386,26301,7437,1.0,sunny,1.000,career_fair,1.23,True,2120,100,0.2044,2073,29,10,8,381,1102,572,65,28090.00,13.25,3780.00,0.285,1.000000,1102,43.4,19.3,40.5,59.4,28.9,10.1,201.6,139.34,10.52,13.5
290,2024-10-17,3,Thursday,False,10,2024,291,42,fall_semester,regular,1.0,Regular fall semester,31689,31689,5387,26302,7438,1.0,sunny,1.0,career_fair,1.23,True,2022,96,0.2044,1977,28,10,7,363,1051,545,63,26791.50,13.25,3650.63,0.272,1.000000,1051,41.9,18.6,39.1,57.4,27.9,9.8,194.7,137.60,10.39,13.6
291,2024-10-18,4,Friday,False,10,2024,292,42,fall_semester,regular,1.0,Regular fall semester,31691,31691,5387,26304,7438,1.0,sunny,1.0,regular_day,1.00,False,1420,67,0.2044,1388,19,7,6,255,738,383,44,18815.00,13.25,2158.12,0.191,0.835294,738,23.4,10.8,24.2,34.9,15.6,6.2,115.1,163.47,12.34,11.5
292,2024-10-19,5,Saturday,True,10,2024,293,42,fall_semester,regular,1.0,Regular fall semester,31694,31694,5387,26307,7438,1.0,sunny,1.0,sports_events,1.12,False,1269,60,0.2044,1241,17,6,5,228,659,342,40,16814.25,13.25,1488.75,0.171,0.746471,659,16.1,7.5,16.7,24.1,10.7,4.3,79.4,211.77,15.98,8.9
293,2024-10-20,6,Sunday,True,10,2024,294,42,fall_semester,regular,1.0,Regular fall semester,31696,31696,5388,26308,7440,1.0,sunny,1.0,regular_day,1.00,False,1309,62,0.2044,1280,18,6,5,235,680,353,41,17344.25,13.25,1524.38,0.176,0.770000,680,16.5,7.7,17.1,24.6,11.0,4.4,81.3,213.34,16.10,8.8
294,2024-10-21,0,Monday,False,10,2024,295,43,fall_semester,regular,1.0,Regular fall semester,31699,31699,5388,26311,7440,1.0,sunny,1.0,regular_day,1.00,False,1469,69,0.2044,1436,20,7,6,264,763,396,46,19464.25,13.25,2208.75,0.197,0.864118,763,23.9,11.1,24.8,35.7,15.9,6.4,117.8,165.23,12.47,11.3
295,2024-10-22,1,Tuesday,False,10,2024,296,43,fall_semester,regular,1.0,Regular fall semester,31701,31701,5389,26312,7441,1.0,sunny,1.0,regular_day,1.00,False,1676,79,0.2044,1639,23,8,6,301,871,452,52,22207.00,13.25,2979.38,0.225,0.985882,871,34.2,15.2,31.9,46.8,22.8,8.0,158.9,139.75,10.55,13.4
296,2024-10-23,2,Wednesday,False,10,2024,297,43,fall_semester,regular,1.0,Regular fall semester,31703,31703,5389,26314,7441,1.0,sunny,1.0,regular_day,1.00,False,1724,82,0.2044,1686,24,8,6,310,896,465,53,22843.00,13.25,3035.62,0.232,1.000000,896,34.9,15.5,32.5,47.7,23.2,8.1,161.9,141.09,10.65,13.3
297,2024-10-24,3,Thursday,False,10,2024,298,43,fall_semester,regular,1.0,Regular fall semester,31706,31706,5390,26316,7442,1.0,sunny,1.0,regular_day,1.00,False,1645,78,0.2044,1608,23,8,6,296,855,444,50,21796.25,13.25,2934.38,0.221,0.967647,855,33.7,15.0,31.4,46.1,22.4,7.9,156.5,139.27,10.51,13.5
298,2024-10-25,4,Friday,False,10,2024,299,43,fall_semester,regular,1.0,Regular fall semester,31708,31708,5390,26318,7442,1.0,sunny,1.0,regular_day,1.00,False,1421,67,0.2044,1389,19,7,6,255,738,383,45,18828.25,13.25,2158.12,0.191,0.835882,738,23.4,10.8,24.2,34.9,15.6,6.2,115.1,163.58,12.35,11.5
299,2024-10-26,5,Saturday,True,10,2024,300,43,fall_semester,regular,1.0,Regular fall semester,31711,31711,5390,26321,7443,1.0,sunny,1.0,regular_day,1.00,False,1134,54,0.2044,1109,15,5,5,204,589,306,35,15025.50,13.25,1374.38,0.152,0.667059,589,14.9,6.9,15.4,22.2,9.9,4.0,73.3,204.99,15.47,9.1
300,2024-10-27,6,Sunday,True,10,2024,301,43,fall_semester,regular,1.0,Regular fall semester,31713,31713,5391,26322,7444,1.0,sunny,1.000,regular_day,1.00,False,1310,62,0.2044,1281,18,6,5,235,681,353,41,17357.50,13.25,1526.25,0.176,0.770588,681,16.5,7.7,17.1,24.7,11.0,4.4,81.4,213.24,16.09,8.8
301,2024-10-28,0,Monday,False,10,2024,302,44,fall_semester,regular,1.0,Regular fall semester,31715,31715,5391,26324,7444,1.0,cloudy,1.023,regular_day,1.00,False,1503,71,0.2044,1469,21,7,6,270,781,405,47,19914.75,13.25,2250.00,0.202,0.884118,781,24.4,11.3,25.2,36.4,16.2,6.5,120.0,165.96,12.52,11.3
302,2024-10-29,1,Tuesday,False,10,2024,303,44,fall_semester,regular,1.0,Regular fall semester,31718,31718,5392,26326,7445,1.0,sunny,1.000,sports_events,1.12,False,1879,89,0.2044,1837,26,9,7,338,977,507,57,24896.75,13.25,3232.50,0.252,1.000000,977,37.1,16.5,34.6,50.8,24.7,8.7,172.4,144.41,10.90,13.0
303,2024-10-30,2,Wednesday,False,10,2024,304,44,fall_semester,regular,1.0,Regular fall semester,31720,31720,5392,26328,7445,1.0,cloudy,1.023,regular_day,1.00,False,1765,84,0.2044,1726,24,8,7,317,917,476,55,23386.25,13.25,3091.88,0.237,1.000000,917,35.5,15.8,33.1,48.6,23.6,8.3,164.9,141.82,10.70,13.2
